"X_id","OFFENCE_YEAR","DIVISION","TICKET_TYPE","OFFENCE_CATEGORY","AGE_GROUP","HOOD_158","NEIGHBOURHOOD_158","TICKET_COUNT"
21495,2014,"D51","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","71","Cabbagetown-South St.James Town",10
21496,2016,"D11","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Youth","90","Junction Area",1
21497,2015,"D23","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","4","Rexdale-Kipling",4
21498,2015,"D22","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","9","Edenbridge-Humber Valley",101
21499,2017,"D41","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Youth","NSA","NSA",3
21500,2014,"D14","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","162","West Queen West",545
21501,2014,"D12","Prov Offence Summons Part Iii Form 104                                         ","Distracted Driving","Adult","28","Rustic",1
21502,2014,"D52","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Youth","79","University",1
21503,2020,"D33","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","48","Hillcrest Village",87
21504,2022,"D52","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","164","Wellington Place",580
21505,2017,"D12","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Adult","115","Mount Dennis",255
21506,2017,"D43","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","156","Bendale-Glen Andrew",8
21507,2017,"D53","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","99","Mount Pleasant East",166
21508,2020,"D53","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","NSA","NSA",919
21509,2016,"D55","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Youth","58","Old East York",1
21510,2022,"D55","Prov Offence Summons Part Iii Form 104                                         ","Speeding","Adult","58","Old East York",18
21511,2021,"D55","Prov Offence Summons Part Iii Form 104                                         ","Speeding","Adult","NSA","NSA",14
21512,2017,"D23","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Youth","4","Rexdale-Kipling",1
21513,2022,"D55","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Youth","NSA","NSA",1
21514,2022,"D43","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","136","West Hill",7
21515,2018,"D42","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Youth","129","Agincourt North",3
21516,2016,"D55","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Adult","65","Greenwood-Coxwell",15
21517,2016,"D11","Prov Offence Summons Part Iii Form 104                                         ","Speeding","Adult","88","High Park North",5
21518,2022,"D55","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","44","Flemingdon Park",3
21519,2018,"D53","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Adult","101","Forest Hill South",15
21520,2019,"D42","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","147","L'Amoreaux West",16
21521,2017,"D12","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","111","Rockcliffe-Smythe",29
21522,2016,"D33","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Adult","48","Hillcrest Village",145
21523,2018,"D32","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","151","Yonge-Doris",280
21524,2020,"D33","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","48","Hillcrest Village",11
21525,2014,"D11","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","85","South Parkdale",4
21526,2019,"D51","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","168","Downtown Yonge East",146
21527,2015,"D43","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","123","Cliffcrest",2
21528,2016,"D14","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","95","Annex",78
21529,2017,"D42","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Youth","148","East L'Amoreaux",1
21530,2019,"D11","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","86","Roncesvalles",116
21531,2015,"D11","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Adult","86","Roncesvalles",1
21532,2017,"D43","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","133","Centennial Scarborough",6
21533,2020,"D52","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Adult","166","St Lawrence-East Bayfront-The Islands",4
21534,2022,"NSA","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","166","St Lawrence-East Bayfront-The Islands",3
21535,2020,"D13","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Adult","31","Yorkdale-Glen Park",40
21536,2019,"D12","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","110","Keelesdale-Eglinton West",53
21537,2020,"D53","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","100","Yonge-Eglinton",25
21538,2017,"D11","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Adult","171","Junction-Wallace Emerson",41
21539,2020,"D32","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","39","Bedford Park-Nortown",25
21540,2015,"D13","Prov Offence Summons Part Iii Form 104                                         ","Speeding","Adult","171","Junction-Wallace Emerson",1
21541,2019,"D13","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Adult","32","Englemount-Lawrence",3
21542,2016,"D52","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","164","Wellington Place",136
21543,2018,"D11","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Adult","90","Junction Area",12
21544,2022,"D55","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Youth","60","Woodbine-Lumsden",1
21545,2021,"D51","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Youth","NSA","NSA",2
21546,2021,"D32","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","153","Avondale",51
21547,2016,"D11","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","86","Roncesvalles",2
21548,2015,"D33","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Youth","43","Victoria Village",1
21549,2022,"D11","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","111","Rockcliffe-Smythe",14
21550,2022,"D33","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","52","Bayview Village",4
21551,2015,"D31","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","28","Rustic",1
21552,2014,"D53","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","41","Bridle Path-Sunnybrook-York Mills",30
21553,2014,"D12","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","NSA","NSA",1191
21554,2014,"D31","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","24","Black Creek",11
